0.800000,0.600000,9.973684
0.800000,0.650000,25.263158
0.800000,0.700000,15.368421
0.800000,0.750000,32.368421
0.800000,0.800000,40.000000
0.800000,0.850000,27.236842
0.800000,0.900000,26.842105
0.900000,0.600000,25.263158
0.900000,0.650000,24.000000
0.900000,0.700000,23.000000
0.900000,0.750000,53.552632
0.900000,0.800000,30.500000
0.900000,0.850000,58.684211
0.900000,0.900000,37.289474
1.000000,0.600000,48.421053
1.000000,0.650000,67.657895
1.000000,0.700000,59.657895
1.000000,0.750000,79.921053
1.000000,0.800000,80.868421
1.000000,0.850000,80.736842
1.000000,0.900000,81.842105
1.050000,0.600000,78.289474
1.050000,0.650000,80.342105
1.050000,0.700000,83.921053
1.050000,0.750000,81.368421
1.050000,0.800000,83.421053
1.050000,0.850000,84.026316
1.050000,0.900000,79.842105
1.100000,0.600000,82.947368
1.100000,0.650000,82.368421
1.100000,0.700000,78.894737
1.100000,0.750000,86.947368
1.100000,0.800000,78.894737
1.100000,0.850000,81.447368
1.100000,0.900000,55.394737
1.150000,0.600000,74.184211
1.150000,0.650000,79.921053
1.150000,0.700000,78.368421
1.150000,0.750000,76.236842
1.150000,0.800000,75.368421
1.150000,0.850000,73.394737
1.150000,0.900000,0.000000
1.200000,0.600000,54.000000
1.200000,0.650000,82.368421
1.200000,0.700000,69.868421
1.200000,0.750000,70.894737
1.200000,0.800000,72.447368
1.200000,0.850000,0.000000
1.200000,0.900000,0.000000
