0.800000,0.600000,20.947368
0.800000,0.650000,20.263158
0.800000,0.700000,22.947368
0.800000,0.750000,56.789474
0.800000,0.800000,35.815789
0.800000,0.850000,38.526316
0.800000,0.900000,27.868421
0.900000,0.600000,38.289474
0.900000,0.650000,44.763158
0.900000,0.700000,49.473684
0.900000,0.750000,25.184211
0.900000,0.800000,42.315789
0.900000,0.850000,38.842105
0.900000,0.900000,54.394737
1.000000,0.600000,32.842105
1.000000,0.650000,61.578947
1.000000,0.700000,74.184211
1.000000,0.750000,82.973684
1.000000,0.800000,77.894737
1.000000,0.850000,82.289474
1.000000,0.900000,75.578947
1.050000,0.600000,81.315789
1.050000,0.650000,83.947368
1.050000,0.700000,83.921053
1.050000,0.750000,81.368421
1.050000,0.800000,81.842105
1.050000,0.850000,83.421053
1.050000,0.900000,80.815789
1.100000,0.600000,80.315789
1.100000,0.650000,80.342105
1.100000,0.700000,83.894737
1.100000,0.750000,81.921053
1.100000,0.800000,83.000000
1.100000,0.850000,80.421053
1.100000,0.900000,69.605263
1.150000,0.600000,80.263158
1.150000,0.650000,80.289474
1.150000,0.700000,84.394737
1.150000,0.750000,80.421053
1.150000,0.800000,80.947368
1.150000,0.850000,75.394737
1.150000,0.900000,0.000000
1.200000,0.600000,81.368421
1.200000,0.650000,82.394737
1.200000,0.700000,79.368421
1.200000,0.750000,71.973684
1.200000,0.800000,57.368421
1.200000,0.850000,2.631579
1.200000,0.900000,0.000000
