0.800000,0.600000,30.578947
0.800000,0.650000,45.657895
0.800000,0.700000,22.368421
0.800000,0.750000,25.921053
0.800000,0.800000,53.184211
0.800000,0.850000,43.552632
0.800000,0.900000,30.605263
0.900000,0.600000,27.842105
0.900000,0.650000,25.368421
0.900000,0.700000,35.815789
0.900000,0.750000,38.815789
0.900000,0.800000,39.342105
0.900000,0.850000,37.894737
0.900000,0.900000,39.736842
1.000000,0.600000,79.789474
1.000000,0.650000,81.500000
1.000000,0.700000,81.921053
1.000000,0.750000,80.342105
1.000000,0.800000,79.815789
1.000000,0.850000,81.868421
1.000000,0.900000,81.894737
1.050000,0.600000,82.868421
1.050000,0.650000,80.815789
1.050000,0.700000,79.763158
1.050000,0.750000,78.710526
1.050000,0.800000,82.789474
1.050000,0.850000,84.421053
1.050000,0.900000,81.894737
1.100000,0.600000,79.236842
1.100000,0.650000,79.815789
1.100000,0.700000,82.368421
1.100000,0.750000,81.842105
1.100000,0.800000,84.026316
1.100000,0.850000,78.394737
1.100000,0.900000,62.105263
1.150000,0.600000,83.947368
1.150000,0.650000,82.868421
1.150000,0.700000,81.842105
1.150000,0.750000,81.026316
1.150000,0.800000,75.368421
1.150000,0.850000,75.394737
1.150000,0.900000,0.000000
1.200000,0.600000,81.921053
1.200000,0.650000,79.342105
1.200000,0.700000,81.894737
1.200000,0.750000,71.710526
1.200000,0.800000,75.394737
1.200000,0.850000,0.000000
1.200000,0.900000,0.000000
