0.800000,0.600000,44.078947
0.800000,0.650000,23.500000
0.800000,0.700000,19.842105
0.800000,0.750000,22.763158
0.800000,0.800000,30.736842
0.800000,0.850000,39.631579
0.800000,0.900000,56.184211
0.900000,0.600000,35.026316
0.900000,0.650000,43.078947
0.900000,0.700000,31.342105
0.900000,0.750000,42.605263
0.900000,0.800000,40.131579
0.900000,0.850000,57.500000
0.900000,0.900000,36.842105
1.000000,0.600000,75.131579
1.000000,0.650000,76.815789
1.000000,0.700000,83.026316
1.000000,0.750000,80.973684
1.000000,0.800000,78.289474
1.000000,0.850000,81.342105
1.000000,0.900000,80.789474
1.050000,0.600000,81.868421
1.050000,0.650000,82.868421
1.050000,0.700000,82.394737
1.050000,0.750000,79.263158
1.050000,0.800000,82.868421
1.050000,0.850000,83.447368
1.050000,0.900000,73.131579
1.100000,0.600000,80.815789
1.100000,0.650000,80.789474
1.100000,0.700000,82.368421
1.100000,0.750000,83.921053
1.100000,0.800000,82.894737
1.100000,0.850000,71.868421
1.100000,0.900000,64.605263
1.150000,0.600000,79.789474
1.150000,0.650000,82.868421
1.150000,0.700000,81.815789
1.150000,0.750000,74.631579
1.150000,0.800000,80.447368
1.150000,0.850000,67.500000
1.150000,0.900000,0.000000
1.200000,0.600000,71.421053
1.200000,0.650000,79.789474
1.200000,0.700000,72.921053
1.200000,0.750000,69.447368
1.200000,0.800000,75.394737
1.200000,0.850000,0.000000
1.200000,0.900000,0.000000
