0.800000,0.600000,37.368421
0.800000,0.650000,19.868421
0.800000,0.700000,27.894737
0.800000,0.750000,37.105263
0.800000,0.800000,9.605263
0.800000,0.850000,9.131579
0.800000,0.900000,36.842105
0.900000,0.600000,25.263158
0.900000,0.650000,10.131579
0.900000,0.700000,22.631579
0.900000,0.750000,10.131579
0.900000,0.800000,13.000000
0.900000,0.850000,9.921053
0.900000,0.900000,10.131579
1.000000,0.600000,75.394737
1.000000,0.650000,53.026316
1.000000,0.700000,25.894737
1.000000,0.750000,59.605263
1.000000,0.800000,54.736842
1.000000,0.850000,78.894737
1.000000,0.900000,80.973684
1.050000,0.600000,15.263158
1.050000,0.650000,22.894737
1.050000,0.700000,7.500000
1.050000,0.750000,10.394737
1.050000,0.800000,18.289474
1.050000,0.850000,33.815789
1.050000,0.900000,70.842105
1.100000,0.600000,0.000000
1.100000,0.650000,0.000000
1.100000,0.700000,3.157895
1.100000,0.750000,22.763158
1.100000,0.800000,7.894737
1.100000,0.850000,34.394737
1.100000,0.900000,64.289474
1.150000,0.600000,0.000000
1.150000,0.650000,2.631579
1.150000,0.700000,2.500000
1.150000,0.750000,0.000000
1.150000,0.800000,0.000000
1.150000,0.850000,71.184211
1.150000,0.900000,0.000000
1.200000,0.600000,0.000000
1.200000,0.650000,0.000000
1.200000,0.700000,4.000000
1.200000,0.750000,0.000000
1.200000,0.800000,37.631579
1.200000,0.850000,0.000000
1.200000,0.900000,0.000000
